timestamp,total_cement_produced,production_target,oee,energy_consumption,clinker_production_rate,kiln_running_hours,kiln_temperature,mill_throughput,bagging_output,downtime_kiln,downtime_crusher,downtime_mill,scheduled_maintenance,unscheduled_maintenance,mttr,mtbf,blaine_fineness,lime_saturation_factor,free_lime_content,compressive_strength_2d,compressive_strength_7d,compressive_strength_28d,dust_emissions,co2_emissions,water_usage,noise_levels,limestone_stock,clinker_stock,cement_stock,hourly_production
2025-05-02 12:13:17.101171,207.73499999999925,120.0,89.34,95.09,74.41,5.37,1187.94,50.11,885.0,1.09,0.29,0.2,0.09,0.05,1.44,56.99,3378.44,0.99,1.7,41.73,44.4,42.63,44.22,754.84,197.89,88.0,1052.48,833.19,910.93,2.0
2025-05-02 12:13:22.096222,207.83999999999924,120.0,92.8,110.43,63.93,1.0,1252.38,45.0,888.0,0.43,0.21,0.69,0.39,0.06,0.5,30.0,3354.81,1.02,2.1,34.06,40.6,48.05,37.77,774.9,190.77,91.72,932.16,780.78,1152.22,3.0
2025-05-02 12:13:22.107175,207.90999999999923,120.0,88.83,100.14,65.23,5.9,1220.24,57.68,200.0,0.76,0.61,0.51,0.27,0.25,2.48,72.67,3331.58,1.02,2.25,37.83,38.45,44.8,45.08,783.08,158.74,86.31,995.05,792.17,1066.38,2.0
2025-05-02 12:13:27.105168,207.94499999999923,120.0,87.15,83.79,70.38,4.01,1198.59,73.97,201.0,0.61,0.13,1.36,0.24,0.29,5.0,78.5,3381.28,0.99,2.1,38.62,43.41,44.6,46.35,690.88,182.4,85.94,978.32,834.63,1079.65,1.0
2025-05-02 12:13:27.112118,208.01499999999922,120.0,83.51,116.73,57.05,4.63,1227.51,70.55,203.0,0.05,0.33,0.28,0.19,0.09,3.57,73.5,3347.08,0.94,2.57,38.7,47.19,47.45,51.01,743.19,164.22,87.99,1116.45,779.87,1111.19,2.0
2025-05-02 12:13:32.139235,208.1199999999992,120.0,97.37,107.5,64.31,2.61,1170.07,45.0,206.0,0.16,0.72,0.48,0.59,0.34,0.57,91.04,3475.46,0.97,1.6,40.56,46.77,46.39,37.26,734.34,223.29,86.87,1130.84,773.69,1176.5,3.0
2025-05-02 12:13:32.152614,208.1549999999992,120.0,93.88,117.1,50.0,6.11,1134.31,48.73,207.0,0.05,0.58,0.5,0.6,0.57,2.58,80.15,3229.19,1.05,1.06,40.41,46.97,51.38,40.03,791.67,194.23,87.04,1059.34,1000.0,1173.67,1.0
2025-05-02 12:13:37.173834,208.2599999999992,120.0,85.77,106.9,82.67,1.6,1186.88,77.65,210.0,0.68,0.92,0.21,0.68,0.55,3.57,121.58,3356.17,1.0,1.52,41.1,38.5,40.65,50.5,800.86,190.28,87.27,876.31,836.01,1206.86,3.0
2025-05-02 12:13:37.192690,208.36499999999918,120.0,91.23,99.62,66.47,11.56,1189.84,60.87,213.0,0.81,0.58,0.71,0.05,0.39,3.59,49.12,3497.07,1.08,3.13,37.55,43.29,44.63,35.84,713.66,193.97,85.78,1156.03,868.9,1228.35,3.0
2025-05-02 12:13:42.182785,208.46999999999917,120.0,91.17,86.71,50.0,10.4,1209.57,52.0,216.0,0.49,0.37,0.2,0.32,0.61,2.09,68.74,3329.32,1.04,1.99,40.72,44.54,45.82,39.98,754.48,204.5,87.05,1072.48,930.78,1130.41,3.0
2025-05-02 12:13:42.198429,208.50499999999917,120.0,92.32,92.46,51.51,1.2,1216.08,55.18,217.0,0.9,0.58,0.05,0.25,0.15,0.5,75.06,3422.21,1.06,2.16,39.5,43.62,52.27,50.16,717.1,213.29,91.06,1051.68,919.67,1081.03,1.0
2025-05-02 12:13:47.192044,208.57499999999916,120.0,89.43,92.16,60.36,4.89,1200.21,55.1,219.0,0.05,0.07,0.27,0.42,0.65,1.74,46.77,3355.54,0.92,1.51,39.79,48.66,45.37,42.65,791.83,235.65,88.85,977.2,952.71,1173.06,2.0
2025-05-02 12:13:47.205480,208.60999999999916,120.0,94.21,105.03,63.37,5.68,1252.69,45.0,220.0,0.58,0.05,0.6,0.05,0.59,4.91,67.67,3415.38,1.03,1.98,38.11,43.7,43.11,51.96,744.52,210.33,91.62,1117.25,824.74,1049.53,1.0
2025-05-02 12:13:52.201859,208.64499999999916,120.0,98.65,105.47,55.89,4.87,1161.03,55.63,221.0,0.2,0.21,0.17,0.67,0.29,2.36,75.23,3443.23,0.95,1.76,39.23,39.4,53.89,37.03,767.29,220.66,86.07,1021.37,925.26,1103.44,1.0
2025-05-02 12:13:52.211935,208.74999999999915,120.0,95.0,103.78,50.0,5.58,1167.71,56.27,224.0,0.3,0.61,0.58,0.38,0.05,2.21,119.11,3444.71,0.91,1.17,38.11,42.69,43.91,48.58,766.38,211.12,87.48,979.73,914.9,1168.95,3.0
2025-05-02 12:13:57.210626,208.78499999999914,120.0,87.23,107.47,57.94,8.81,1179.12,45.0,225.0,1.09,0.46,0.07,0.05,0.73,3.36,99.27,3308.51,0.99,2.54,40.58,42.19,39.7,46.9,744.19,250.0,88.51,1070.12,815.51,1100.61,1.0
2025-05-02 12:13:57.217114,208.85499999999914,120.0,90.31,102.5,59.46,6.94,1211.37,45.66,227.0,0.77,0.62,0.31,0.05,0.05,1.29,41.75,3344.51,1.03,3.02,40.02,47.75,49.53,46.35,767.84,211.8,88.43,1084.53,888.59,1135.01,2.0
2025-05-02 12:14:02.221816,208.92499999999913,120.0,88.29,90.14,61.51,5.6,1157.35,61.95,229.0,0.48,0.5,0.12,0.49,0.38,4.24,133.58,3498.26,1.04,1.97,37.46,40.93,46.17,39.96,732.45,186.96,90.18,1031.81,826.14,984.43,2.0
2025-05-02 12:14:02.231009,209.02999999999912,120.0,95.32,97.51,64.24,5.73,1195.39,60.39,232.0,0.79,0.47,0.79,0.05,0.22,2.14,99.26,3280.4,0.95,0.93,41.96,45.12,50.95,43.86,731.04,202.32,91.57,911.17,748.31,1126.38,3.0
2025-05-02 12:14:07.233533,209.1349999999991,120.0,96.78,108.95,64.94,3.33,1143.47,80.0,235.0,0.43,0.39,0.6,0.26,0.05,2.57,88.75,3297.68,0.93,2.27,40.9,42.77,43.41,43.29,715.13,192.51,86.63,1018.67,854.09,1140.29,3.0
2025-05-02 12:14:07.240405,209.2049999999991,120.0,96.17,83.57,69.31,5.03,1190.24,56.76,237.0,0.65,0.2,0.47,0.52,0.34,0.5,102.18,3333.09,1.13,2.01,40.21,36.86,44.46,43.63,741.47,205.49,88.23,1034.42,929.26,1013.61,2.0
2025-05-02 12:14:12.242867,209.2749999999991,120.0,90.84,106.46,72.84,7.12,1221.18,75.57,239.0,0.21,0.61,0.46,0.73,0.05,0.92,52.66,3370.22,0.96,1.84,39.78,43.09,46.64,50.93,782.11,191.39,88.51,1010.91,769.47,1280.29,2.0
2025-05-02 12:14:12.249886,209.3099999999991,120.0,84.06,113.24,82.94,1.73,1228.54,66.42,240.0,0.36,0.46,0.71,0.55,0.16,1.97,53.51,3371.76,1.06,1.85,39.17,42.99,46.21,50.7,716.85,196.26,86.02,955.53,937.95,1077.14,1.0
2025-05-02 12:14:17.247933,209.3799999999991,120.0,95.02,93.99,83.69,5.68,1218.12,67.64,242.0,0.05,0.32,0.31,0.22,0.42,0.5,48.33,3259.22,0.93,3.39,38.83,44.62,46.28,47.58,782.0,203.13,88.39,1060.3,822.82,1290.76,2.0
2025-05-02 12:14:17.255074,209.44999999999908,120.0,88.96,113.55,50.0,5.81,1216.74,62.8,244.0,0.28,0.47,0.6,0.34,0.69,2.05,44.12,3229.97,0.98,2.24,39.47,47.98,42.41,44.21,797.45,194.34,88.89,940.02,888.62,1216.15,2.0
2025-05-02 12:14:22.257635,209.51999999999907,120.0,82.14,95.59,59.9,5.97,1210.15,54.49,246.0,1.02,0.66,0.54,0.05,0.33,0.5,89.9,3347.66,1.04,2.23,40.36,44.1,40.98,34.84,760.55,203.07,86.51,1102.38,746.43,1117.6,2.0
2025-05-02 12:14:22.263568,209.58999999999907,120.0,90.6,122.61,72.75,9.2,1097.23,56.63,248.0,1.24,0.64,0.07,0.36,0.36,1.14,63.41,3242.51,1.02,1.67,36.48,43.15,43.04,44.9,775.62,197.66,87.19,934.06,830.09,1267.51,2.0
2025-05-02 12:14:27.264714,209.65999999999906,120.0,92.69,101.96,68.51,7.25,1165.39,57.62,250.0,0.68,0.05,0.23,0.05,0.34,3.21,70.48,3528.85,0.97,2.04,40.28,44.76,46.58,46.34,764.85,180.56,86.15,951.96,772.71,1093.08,2.0
2025-05-02 12:14:27.270388,209.76499999999905,120.0,93.1,109.69,74.65,7.62,1092.06,80.0,253.0,0.77,0.6,0.05,0.28,0.21,0.5,112.1,3484.72,1.07,1.05,41.43,41.6,40.63,44.93,745.23,201.91,88.79,868.0,825.09,1163.88,3.0
2025-05-02 12:14:32.272854,209.83499999999904,120.0,90.89,101.25,56.06,5.43,1195.08,55.16,255.0,0.47,0.49,0.9,0.26,0.41,1.65,51.25,3344.91,0.85,2.6,40.85,37.32,44.69,46.29,727.5,198.89,88.34,1245.32,856.27,1260.25,2.0
2025-05-02 12:14:32.278297,209.86999999999904,120.0,89.59,117.96,68.33,6.19,1228.57,61.12,256.0,0.19,0.05,0.58,0.17,0.05,1.22,71.12,3361.84,0.88,1.8,36.88,40.27,41.3,43.93,714.98,211.2,90.9,987.05,859.81,1082.21,1.0
2025-05-02 12:14:37.283468,209.97499999999903,120.0,83.23,97.86,69.67,6.21,1268.18,60.95,259.0,0.81,0.28,0.87,0.16,0.36,0.63,68.64,3316.28,0.97,3.13,41.43,45.22,46.24,41.45,791.62,209.52,91.44,1110.35,722.83,1267.88,3.0
2025-05-02 12:14:37.291840,210.04499999999902,120.0,89.51,102.37,79.82,10.32,1242.09,58.79,261.0,0.75,0.4,0.21,0.27,0.05,0.5,70.8,3186.56,0.85,1.79,42.92,43.99,43.25,43.68,759.75,194.12,90.97,1146.32,813.66,1243.26,2.0
2025-05-02 12:14:42.291829,210.11499999999901,120.0,83.79,100.43,68.17,2.71,1150.18,69.6,263.0,0.62,0.64,0.05,0.38,0.31,0.5,62.53,3310.09,1.06,2.03,39.82,45.08,45.47,47.46,681.59,230.95,90.62,918.07,721.3,1043.57,2.0
2025-05-02 12:14:42.296954,210.219999999999,120.0,87.46,120.62,57.72,4.69,1225.86,63.53,266.0,0.69,0.48,0.88,0.05,0.83,2.4,82.26,3395.83,1.02,2.5,42.02,40.78,46.12,46.81,737.36,213.68,90.38,1072.19,779.32,1109.29,3.0
2025-05-02 12:14:47.301494,210.254999999999,120.0,83.9,118.29,74.35,6.85,1187.59,55.93,267.0,0.76,0.05,0.47,0.17,0.79,0.5,88.54,3361.45,0.99,1.35,39.33,40.07,44.57,39.64,747.63,169.48,87.7,1069.58,841.04,1232.25,1.0
2025-05-02 12:14:47.311189,210.324999999999,120.0,81.84,109.58,65.9,4.06,1234.64,63.3,269.0,0.16,0.71,0.91,0.19,0.05,0.51,81.52,3262.4,0.99,2.66,41.12,44.34,48.99,48.4,749.83,211.97,87.58,930.54,894.3,1091.48,2.0
2025-05-02 12:14:52.311262,210.394999999999,120.0,82.99,84.44,67.83,8.63,1267.01,45.0,271.0,0.5,0.71,0.38,0.09,0.06,2.22,71.52,3353.23,1.01,2.05,43.4,44.19,50.03,47.11,743.29,215.58,88.03,994.33,660.65,1240.82,2.0
2025-05-02 12:14:52.316863,210.42999999999898,120.0,84.35,111.26,56.99,7.95,1279.48,45.0,272.0,0.05,0.05,0.86,0.19,0.54,0.96,61.94,3241.76,1.03,1.87,43.8,38.1,46.15,42.5,726.97,175.73,88.44,1069.97,908.92,1006.0,1.0
2025-05-02 12:14:57.319981,210.49999999999898,120.0,83.08,111.28,70.59,1.0,1190.86,62.07,274.0,0.05,0.5,0.84,0.39,0.31,3.24,54.75,3221.55,1.03,1.92,41.98,37.88,43.49,39.17,755.65,214.02,93.73,1170.46,789.82,1242.55,2.0
2025-05-02 12:14:57.326102,210.60499999999897,120.0,92.67,91.07,65.03,4.39,1196.17,45.0,277.0,0.51,0.21,0.22,0.05,0.15,0.5,80.33,3246.1,0.91,2.59,41.45,41.53,46.95,46.01,746.68,195.94,88.72,931.54,901.1,1046.91,3.0
2025-05-02 12:15:02.329781,210.67499999999896,120.0,85.88,99.51,71.53,6.99,1192.48,46.2,279.0,0.4,0.17,0.22,0.34,0.18,0.69,30.0,3423.0,0.98,2.07,37.16,47.45,50.25,48.38,780.04,206.34,88.72,922.3,912.33,1343.99,2.0
2025-05-02 12:15:02.340006,210.74499999999895,120.0,97.7,107.53,73.3,6.62,1225.0,52.14,281.0,0.21,0.17,0.3,0.05,0.37,1.06,112.65,3122.6,1.14,2.5,35.66,44.26,43.61,44.53,759.16,173.25,91.18,854.57,909.39,1118.86,2.0
2025-05-02 12:15:07.337191,210.77999999999895,120.0,83.55,109.57,77.13,2.26,1195.98,76.38,282.0,0.85,0.75,0.45,0.77,0.05,4.58,67.12,3482.56,1.04,2.84,44.63,43.67,43.85,51.88,694.32,190.07,85.47,1063.68,818.37,1043.0,1.0
2025-05-02 12:15:07.344865,210.81499999999895,120.0,90.66,106.44,60.53,5.01,1170.94,59.64,283.0,0.05,0.08,0.2,0.07,0.14,1.72,87.43,3436.36,1.01,1.95,43.47,43.4,38.73,47.54,763.16,209.49,87.85,1129.23,775.83,1200.6,1.0
2025-05-02 12:15:12.346852,210.88499999999894,120.0,87.68,99.49,70.14,5.49,1148.81,67.94,285.0,0.69,0.39,0.54,0.07,0.82,3.78,82.58,3333.98,0.96,1.84,40.2,43.84,44.19,47.0,735.44,191.63,88.46,887.78,942.41,1212.02,2.0
2025-05-02 12:15:12.352950,210.98999999999893,120.0,82.29,100.4,60.19,7.42,1219.37,69.07,288.0,0.55,0.81,0.66,0.05,0.55,2.3,42.77,3377.43,0.96,1.24,40.27,45.97,40.72,45.68,773.11,192.07,89.84,954.82,829.29,1242.19,3.0
2025-05-02 12:15:17.354810,211.02499999999893,120.0,89.87,109.41,75.1,4.61,1161.43,73.58,289.0,0.42,0.92,0.41,0.2,0.27,1.04,96.55,3347.8,1.02,2.48,39.03,42.21,47.35,46.36,789.83,170.27,91.81,1028.99,982.29,1017.0,1.0
2025-05-02 12:15:17.361473,211.05999999999892,120.0,80.69,124.84,50.0,4.28,1230.28,45.0,290.0,0.43,0.94,0.26,0.14,0.24,1.87,86.71,3385.59,0.92,1.92,40.87,43.96,45.64,36.18,735.71,211.28,86.65,1010.18,806.91,1163.55,1.0
2025-05-02 12:15:22.362793,211.09499999999892,120.0,95.65,107.69,85.0,9.15,1216.87,51.67,291.0,0.37,0.6,0.32,0.08,0.42,1.42,85.1,3388.01,0.9,2.31,38.55,43.39,47.67,37.49,787.58,207.81,86.8,1094.51,806.21,1201.7,1.0
2025-05-02 12:15:22.367249,211.1999999999989,120.0,90.35,105.55,50.0,5.6,1154.5,45.0,294.0,0.53,0.07,0.62,0.26,0.68,3.66,82.46,3457.41,0.92,2.7,35.84,47.64,46.51,43.89,763.56,180.55,90.28,933.86,820.4,1312.5,3.0
2025-05-02 12:15:27.395874,211.2699999999989,120.0,88.1,113.45,50.0,3.71,1174.01,80.0,296.0,0.05,0.05,0.26,0.07,0.44,0.5,136.51,3222.8,0.96,1.63,38.81,39.98,45.33,45.17,745.66,182.18,87.43,960.6,900.42,1063.6,2.0
2025-05-02 12:15:27.407835,211.3399999999989,120.0,82.76,102.53,60.21,2.85,1173.39,45.0,298.0,0.13,0.05,0.11,0.18,0.73,0.85,74.71,3408.51,1.08,2.66,42.63,39.85,42.06,54.93,805.59,209.4,84.3,1012.15,759.44,1165.86,2.0
2025-05-02 12:15:32.428333,211.3749999999989,120.0,94.58,108.82,58.42,7.36,1206.74,45.0,299.0,0.23,0.94,0.42,0.05,0.05,1.6,108.66,3257.87,1.15,1.53,40.84,37.95,45.98,50.63,771.38,207.48,90.41,950.33,937.63,1186.21,1.0
2025-05-02 12:15:32.448718,211.4099999999989,120.0,91.8,99.2,59.12,1.1,1209.89,55.07,300.0,0.79,0.38,0.31,0.22,0.27,0.93,50.63,3572.1,1.03,2.16,41.29,41.46,45.96,42.1,695.81,227.15,85.69,981.15,866.98,1198.67,1.0
2025-05-02 12:15:37.461297,211.51499999999888,120.0,87.72,98.35,59.78,5.68,1225.23,54.39,303.0,0.48,0.2,0.99,0.05,0.1,0.5,95.94,3519.5,1.05,2.15,42.34,41.37,43.69,39.61,721.48,188.29,87.28,1135.53,699.74,1227.19,3.0
2025-05-02 12:15:37.474337,211.58499999999887,120.0,86.49,109.0,60.69,4.21,1152.25,54.91,305.0,0.46,0.34,0.31,0.38,0.06,4.42,89.99,3181.81,1.1,2.47,44.39,41.07,43.58,47.32,741.24,221.35,89.81,953.29,750.67,1336.4,2.0
2025-05-02 12:15:42.469316,211.68999999999886,120.0,84.49,109.52,69.32,4.58,1109.71,45.0,308.0,0.86,0.29,0.32,0.15,0.71,3.03,33.84,3395.07,1.03,1.49,42.39,42.29,46.58,47.34,752.53,203.17,89.48,964.72,893.19,1100.49,3.0
2025-05-02 12:15:42.478570,211.79499999999885,120.0,95.53,108.88,70.84,7.54,1127.81,66.11,311.0,0.7,0.32,0.32,0.12,0.8,2.98,69.44,3497.69,0.92,1.99,39.18,40.36,44.18,52.19,749.97,196.8,89.12,1070.6,677.03,1173.74,3.0
2025-05-02 12:15:47.479883,211.89999999999884,120.0,93.85,106.46,80.24,7.36,1208.94,45.0,314.0,1.03,0.12,0.39,0.05,0.47,2.19,91.25,3458.15,1.01,1.66,44.18,39.05,45.68,46.95,703.77,204.26,89.46,1192.89,965.63,1168.13,3.0
2025-05-02 12:15:47.485452,212.00499999999883,120.0,81.25,92.78,53.86,9.58,1175.11,60.2,317.0,0.05,0.36,0.71,0.34,0.26,3.07,74.53,3399.82,0.86,1.4,39.44,35.0,48.25,53.77,775.2,166.66,90.26,1018.68,879.52,1114.42,3.0
2025-05-02 12:15:52.488836,212.07499999999882,120.0,95.95,92.25,82.99,2.73,1142.89,45.0,319.0,0.05,0.34,0.41,0.39,0.34,1.55,96.46,3502.47,0.85,2.59,37.7,38.75,40.65,41.24,754.58,219.0,87.31,1071.89,869.85,1211.69,2.0
2025-05-02 12:15:52.493682,212.14499999999882,120.0,87.79,106.04,61.09,7.76,1201.65,45.0,321.0,0.91,0.62,0.05,0.06,0.38,1.9,83.46,3419.0,1.11,2.02,40.31,47.69,47.87,48.23,744.74,220.2,86.34,993.89,823.9,1220.54,2.0
2025-05-02 12:15:57.499625,212.2499999999988,120.0,85.59,104.67,66.51,5.62,1223.4,45.17,324.0,0.34,0.66,0.34,0.38,0.05,0.5,86.55,3388.55,1.07,2.09,40.47,42.16,43.26,41.54,759.6,207.14,88.94,1198.03,958.11,1158.13,3.0
2025-05-02 12:15:57.509467,212.3199999999988,120.0,98.95,109.2,66.68,5.32,1246.8,64.33,326.0,0.87,0.21,0.46,0.05,0.41,0.5,81.75,3406.09,0.94,2.18,38.57,41.91,48.51,50.22,767.14,177.22,91.94,1092.01,957.26,1065.45,2.0
2025-05-02 12:16:02.509902,212.4249999999988,120.0,85.81,104.38,57.24,8.99,1181.4,58.76,329.0,0.44,0.6,0.22,0.35,0.05,1.14,51.19,3370.23,0.99,2.17,37.24,40.19,45.57,48.07,734.75,209.13,90.4,1175.62,939.49,1263.73,3.0
2025-05-02 12:16:02.516297,212.52999999999878,120.0,89.94,102.83,77.04,5.04,1199.11,74.47,332.0,0.58,0.05,0.89,0.3,0.12,2.07,38.1,3467.64,1.11,2.12,38.41,44.19,48.27,43.21,773.91,210.43,89.61,1094.51,844.07,1197.62,3.0
2025-05-02 12:16:07.518880,212.59999999999877,120.0,87.75,80.0,78.87,3.72,1280.48,46.22,334.0,0.71,0.05,0.28,0.26,0.05,2.53,80.7,3511.75,1.0,1.89,40.29,43.02,41.44,52.97,763.98,193.75,86.89,1069.68,899.54,1362.47,2.0
2025-05-02 12:16:07.526713,212.70499999999876,120.0,82.51,113.24,50.0,6.95,1183.68,45.0,337.0,0.76,0.09,0.05,0.22,0.05,2.12,109.17,3236.89,0.95,0.85,38.88,42.61,44.38,42.98,755.01,183.05,90.17,946.9,773.74,1280.46,3.0
2025-05-02 12:16:12.528063,212.80999999999875,120.0,85.6,91.31,54.68,6.67,1162.66,45.0,340.0,0.96,0.18,0.93,0.27,0.09,3.3,70.47,3555.27,0.97,2.9,37.51,44.94,43.47,39.61,767.1,200.0,85.68,948.84,992.16,1064.3,3.0
2025-05-02 12:16:12.534663,212.91499999999874,120.0,92.15,104.14,58.62,5.09,1231.31,56.79,343.0,0.99,0.39,0.17,0.08,0.7,2.46,63.62,3289.41,1.04,1.31,42.11,39.15,45.01,50.47,751.08,186.7,84.35,952.98,708.86,1111.68,3.0
2025-05-02 12:16:17.537460,213.01999999999873,120.0,84.11,104.61,75.71,4.02,1175.16,67.46,346.0,0.24,0.52,0.05,0.13,0.61,4.07,100.68,3489.81,0.9,1.64,37.88,45.3,45.77,44.93,742.49,219.58,88.44,916.0,849.38,1214.19,3.0
2025-05-02 12:16:17.544087,213.12499999999872,120.0,95.25,117.1,75.46,2.83,1186.47,45.0,349.0,0.54,0.58,0.94,0.05,0.05,1.86,88.07,3437.93,0.94,2.51,42.47,35.72,39.14,51.23,727.62,190.17,92.4,910.11,793.61,1001.79,3.0
2025-05-02 12:16:22.547575,213.15999999999872,120.0,86.36,109.22,65.76,9.59,1210.26,71.66,350.0,0.61,0.49,1.01,0.11,0.37,2.23,102.99,3376.34,1.0,1.73,41.26,44.26,46.96,53.69,719.57,210.54,85.76,800.0,799.05,1253.59,1.0
2025-05-02 12:16:22.554105,213.2299999999987,120.0,97.04,111.85,63.53,1.47,1219.2,62.81,352.0,0.5,0.05,0.34,0.17,0.05,2.81,76.04,3321.8,1.09,1.86,38.78,41.45,43.04,51.35,738.14,198.46,85.14,888.46,863.65,1228.67,2.0
2025-05-02 12:16:27.582066,213.2649999999987,120.0,92.91,118.99,81.18,4.88,1210.12,65.56,353.0,0.58,0.48,0.56,0.47,0.05,1.46,57.31,3444.58,1.09,2.02,41.22,44.0,48.25,38.13,738.12,219.34,83.46,1103.33,890.84,1121.55,1.0
2025-05-02 12:16:27.595093,213.3699999999987,120.0,87.18,93.09,65.54,2.14,1246.54,80.0,356.0,0.52,0.77,0.23,0.48,0.21,1.93,69.75,3269.5,1.09,1.9,35.66,44.85,42.76,40.27,774.48,191.99,88.13,1127.83,837.7,1123.83,3.0
2025-05-02 12:16:32.592404,213.4399999999987,120.0,89.19,124.25,81.07,9.52,1239.65,75.61,358.0,0.55,0.05,0.38,0.1,0.74,1.32,78.75,3234.83,0.9,2.05,39.81,38.38,46.54,50.53,750.14,180.44,86.41,1125.47,895.18,1134.97,2.0
2025-05-02 12:16:32.600766,213.54499999999868,120.0,99.92,109.04,62.27,3.53,1160.16,69.14,361.0,0.72,0.23,0.12,0.27,0.26,2.1,81.72,3470.62,1.01,2.02,35.0,46.07,47.49,38.55,730.58,196.58,91.3,1026.54,732.55,1199.41,3.0
2025-05-02 12:16:37.597729,213.61499999999867,120.0,93.79,140.0,78.73,8.39,1203.48,58.85,363.0,0.69,0.44,0.3,0.07,0.32,3.25,113.91,3580.43,0.88,2.59,39.64,41.85,47.65,45.39,750.26,189.56,88.22,1132.39,797.4,1003.11,2.0
2025-05-02 12:16:37.605658,213.64999999999867,120.0,83.61,105.17,59.04,7.94,1175.16,45.0,364.0,0.42,0.42,0.28,0.21,0.05,1.21,107.15,3352.04,0.99,1.53,43.47,42.71,49.35,51.59,692.89,179.62,86.36,930.61,744.25,1004.99,1.0
2025-05-02 12:16:42.608233,213.75499999999866,120.0,94.26,103.14,66.92,7.39,1182.35,45.0,367.0,0.3,0.93,0.19,0.47,0.37,1.26,66.38,3262.2,1.08,0.78,39.64,43.04,43.63,46.67,743.8,171.89,86.44,939.31,726.23,1068.38,3.0
2025-05-02 12:16:42.616842,213.85999999999865,120.0,89.39,94.04,77.96,5.32,1265.68,47.93,370.0,0.79,0.35,0.18,0.3,0.05,1.33,44.28,3449.56,1.1,1.57,42.79,43.54,43.87,44.06,758.0,198.7,87.25,947.48,935.73,1098.53,3.0
2025-05-02 12:16:47.619401,213.92999999999864,120.0,91.81,87.76,80.05,5.36,1224.41,77.88,372.0,0.92,0.15,0.37,0.22,0.31,2.46,76.34,3373.5,1.09,2.53,39.48,44.88,50.12,44.97,763.51,231.32,88.6,974.04,880.44,1101.01,2.0
2025-05-02 12:16:47.626876,213.96499999999864,120.0,90.51,105.82,75.27,8.13,1107.78,64.54,373.0,0.31,0.17,0.48,0.4,0.46,0.59,94.09,3224.5,1.08,2.69,35.76,44.58,43.38,47.57,754.51,213.84,86.08,1051.92,683.5,1261.2,1.0
2025-05-02 12:16:52.629777,214.03499999999863,120.0,88.48,122.48,69.7,11.0,1194.79,50.51,375.0,0.6,0.41,0.4,0.4,0.05,2.42,84.37,3372.25,0.91,2.3,40.36,50.76,49.66,37.76,758.09,179.35,84.46,914.27,969.93,1308.36,2.0
2025-05-02 12:16:52.636200,214.10499999999863,120.0,87.72,127.74,80.21,5.63,1174.8,80.0,377.0,1.25,0.05,0.57,0.53,0.32,2.89,101.21,3214.07,0.97,3.31,40.79,35.04,42.29,37.39,767.51,209.05,89.19,1113.15,957.84,1287.85,2.0
2025-05-02 12:16:57.639159,214.20999999999862,120.0,94.25,83.87,53.16,7.64,1175.4,70.81,380.0,0.52,0.2,0.6,0.38,0.31,4.21,63.11,3388.5,1.01,2.25,44.52,44.72,44.62,37.83,795.01,202.4,89.71,986.19,913.13,1090.45,3.0
2025-05-02 12:16:57.644550,214.2449999999986,120.0,89.77,95.83,73.16,5.35,1168.91,61.56,381.0,0.41,0.05,0.54,0.05,0.11,1.1,59.25,3295.52,0.93,1.05,39.6,45.6,43.49,35.42,724.76,196.19,89.26,1051.98,802.63,1286.4,1.0
2025-05-02 12:17:02.643670,214.2799999999986,120.0,93.71,103.29,64.22,4.49,1281.76,57.12,382.0,0.05,0.05,0.33,0.14,0.89,2.16,64.25,3381.97,1.06,2.35,37.81,38.83,47.81,42.28,765.06,175.95,92.04,1201.14,826.47,1069.48,1.0
2025-05-02 12:17:02.648242,214.3149999999986,120.0,87.37,102.51,62.01,10.57,1163.44,61.7,383.0,0.3,0.36,0.45,0.06,0.76,2.87,55.53,3596.59,0.89,2.26,40.85,40.02,47.85,53.56,761.47,219.03,93.92,1060.79,863.07,1006.86,1.0
2025-05-02 12:17:07.652495,214.4199999999986,120.0,100.0,100.09,78.61,8.44,1181.92,67.04,386.0,0.49,0.74,0.64,0.14,0.3,3.07,101.7,3180.7,1.0,1.4,38.21,41.48,41.89,41.11,774.79,186.88,90.19,819.43,869.65,1192.34,3.0
2025-05-02 12:17:07.662048,214.4549999999986,120.0,85.08,114.97,83.41,3.83,1250.06,45.0,387.0,0.12,0.86,0.61,0.38,0.25,0.8,91.61,3335.6,0.92,1.95,39.57,42.54,49.17,49.67,752.33,204.52,92.55,826.09,840.73,1237.16,1.0
2025-05-02 12:17:12.661142,214.55999999999858,120.0,93.6,110.06,69.63,2.1,1131.83,65.41,390.0,0.47,0.05,0.75,0.08,0.34,1.88,101.92,3265.75,1.09,2.47,39.9,45.68,44.18,54.81,771.71,196.95,86.49,1264.12,803.25,1047.78,3.0
2025-05-02 12:17:12.666059,214.62999999999857,120.0,81.79,112.27,50.04,5.42,1185.67,65.33,392.0,0.05,0.51,0.66,0.05,0.05,0.5,30.0,3388.82,0.95,2.41,40.94,43.04,47.07,30.6,786.0,178.39,88.11,1105.67,702.01,1026.01,2.0
